transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN003735,M46419,978-1-61344-088-9,2024-03-28,2024-03-30,BR012
TXN003736,M11209,978-0-8380-1693-0,2024-04-26,2024-05-16,BR012
TXN003737,M58892,978-0-237-79398-2,2025-05-25,2025-06-21,BR002
TXN003738,M75677,978-0-201-63185-2,2024-02-22,2024-03-15,BR003
TXN003739,M76188,978-0-391-52313-5,2024-04-08,2024-04-27,BR007
TXN003740,M90276,978-0-14-098212-1,2024-10-02,2024-10-26,BR004
TXN003741,M15167,978-0-18-967201-4,2024-02-24,2024-03-05,BR012
TXN003742,M80620,978-0-317-75690-6,2023-10-19,,BR008
TXN003743,M53595,,10/18/2023,2023-11-13,BR010
TXN003744,M18231,978-0-7653-2448-1,2024-04-05,2024-04-20,BR015
TXN003745,M89791,978-1-151-54746-0,2025-01-08,2025-01-27,BR015
TXN003746,M39215,978-1-08-702728-9,2025-09-20,2025-10-18,BR005
TXN003747,M15073,978-1-00-938083-6,2024-05-07,2024-05-16,BR011
TXN003748,M61748,978-0-321-60059-2,2025-07-11,2025-07-19,BR009
TXN003749,M68884,978-0-418-32527-8,2024-07-20,2024-07-23,BR001
TXN003750,M45865,978-0-02-131167-5,11/29/2024,2024-12-13,BR015
TXN003751,M12142,978-0-8326-7011-4,2024-08-02,2024-08-23,BR012
TXN003752,M50134,978-0-678-62902-4,2024-06-03,,BR011
TXN003753,M86044,978-0-86426-730-6,2024-02-15,2024-03-11,BR011
TXN003754,M25187,978-1-175-30405-6,2025-05-14,2025-06-01,BR015
TXN003755,M53068,978-1-105-07550-6,2024-11-02,2024-11-24,BR011
TXN003756,M66295,978-0-8467-7037-4,2024-10-16,2024-11-01,BR011
TXN003757,M12711,978-1-970083-07-1,2024-07-27,2024-08-05,BR015
TXN003758,M32154,978-0-583-55017-8,2025-08-03,2025-08-09,BR011
TXN003759,M65895,978-0-7973-2829-7,2023-11-01,2023-11-26,BR003
TXN003760,M47850,978-0-05-112134-3,2023-11-03,2023-11-24,  BR009 
TXN003761,M18990,978-1-80199-050-9,2024-02-21,2024-03-20,BR003
TXN003762,M10436,978-1-5117-4711-0,2024-09-14,2024-10-10,BR002
TXN003763,M45396,978-1-85796-886-6,2025-09-09,2025-09-20,BR002
TXN003764,M25917,978-0-407-90448-4,2025-02-25,2025-03-12,BR014
TXN003765,M76948,978-0-901145-67-3,2025-05-17,2025-06-12,BR011
TXN003766,M20914,978-1-76195-249-4,2024-07-31,2024-08-13,BR002
TXN003767,M34811,978-0-7092-1764-0,2024-06-12,2024-07-12,BR005
TXN003768,M91309,978-1-02-238045-5,2025-09-12,2025-09-15,BR013
TXN003769,M31271,978-1-82772-532-1,2023-11-26,2023-12-19,BR003
TXN003770,M80098,978-0-8489-8735-0,2025-03-15,2025-03-27,BR015
TXN003771,M13904,978-0-7299-3357-5,2025-07-26,2025-08-09,BR007
TXN003772,M23575,978-0-409-39866-3,2024-03-04,2024-03-11,BR013
TXN003773,M31957,978-1-4844-2739-2,2024-11-24,2024-12-13,  BR011 
TXN003774,M18768,978-1-5239-1886-7,2025-02-08,2025-03-02,BR012
TXN003775,M74798,978-0-273-53340-5,2025-08-30,2025-09-20,BR008
TXN003776,M58348,978-0-16-633401-0,04/22/2024,,BR001
TXN003777,M34652,,2025-07-16,,BR006
TXN003778,M97107,978-1-63452-636-4,2024-02-16,2024-03-11,BR011
TXN003779,M10974,978-0-335-70444-6,05/07/2024,2024-07-10,BR014
TXN003780,M22579,978-1-344-21117-8,18/06/2024,2024-07-07,BR009
TXN003781,M27795,978-1-957421-88-9,2025-03-22,2025-04-15,BR009
TXN003782,M54656,978-1-63815-129-6,2024-01-03,,BR013
TXN003783,M93634,978-1-79246-429-4,22/12/2024,2025-01-05,  BR005 
TXN003784,M48463,,2024-10-14,,BR002
TXN003785,M49348,978-0-473-53998-6,19/07/2025,2025-08-15,BR003
TXN003786,M59752,978-0-530-07514-3,2024-07-09,2024-07-23,BR005
TXN003787,M19751,978-0-479-23057-3,2025-05-30,,BR006
TXN003788,M50420,978-1-5310-8124-9,2024-08-04,,BR007
TXN003789,M47375,978-0-7862-4301-3,2025-08-17,,  BR012 
TXN003790,M28012,978-0-669-61069-7,14/01/2025,2025-01-18,BR010
TXN003791,M57517,978-1-4912-1879-2,2025-09-11,2025-09-22,BR005
TXN003792,M26217,978-1-5061-4715-4,2024-12-11,2024-12-14,BR004
TXN003793,M40345,,2023-12-27,2024-01-14,BR005
TXN003794,M80950,978-1-02-316004-9,2025-04-22,2025-05-10,BR002
TXN003795,M85675,978-1-289-86832-1,2024-01-04,2024-01-22,BR009
TXN003796,M96232,978-0-86149-842-0,2024-07-11,2024-08-10,BR015
TXN003797,M15339,978-1-69978-420-4,2025-08-24,2025-09-15,BR015
TXN003798,M53681,978-1-144-24607-3,2024-03-24,2024-03-28,BR001
TXN003799,M87110,,2024-10-04,2024-10-20,  BR015 
TXN003800,M57333,978-1-159-52859-1,2025-03-15,2025-04-03,BR002
TXN003801,M83556,978-1-57637-982-0,2024-12-20,,BR004
TXN003802,M32069,978-1-57797-983-8,2024-07-25,2024-08-22,BR015
TXN003803,M23614,978-0-7410-5939-0,2024-04-30,2024-05-24,BR001
TXN003804,M26601,978-1-04-390356-5,2025-04-08,2025-04-25,BR014
TXN003805,M41272,978-1-86966-096-3,2024-03-16,2024-04-14,BR001
TXN003806,M45823,978-1-60751-210-3,17/12/2023,2023-12-24,BR012
TXN003807,M74572,978-0-622-64418-9,2023-10-31,2023-11-20,BR001
TXN003808,M97409,978-1-59408-593-2,05/06/2024,2024-06-17,BR014
TXN003809,M27853,978-0-524-37795-6,2023-11-10,2023-11-29,BR010
TXN003810,M47704,978-1-55737-485-1,2025-03-28,2025-04-01,BR010
TXN003811,M65079,978-1-122-58467-8,2025-05-15,2025-05-19,BR010
TXN003812,M63155,978-0-7522-7929-9,2024-05-01,2024-05-06,BR012
TXN003813,,978-1-239-67499-6,2025-01-06,2025-01-28,BR011
TXN003814,M42608,978-0-385-40700-7,11/26/2024,2024-12-04,BR001
TXN003815,M16103,978-1-912426-95-9,2024-09-21,2024-09-28,BR011
TXN003816,M46247,978-0-85139-763-4,2024-06-13,,BR010
TXN003817,M37551,978-1-142-62040-0,2024-10-21,2024-11-04,BR014
TXN003818,M24018,978-0-633-46118-8,2024-12-24,2025-01-17,BR008
TXN003819,M94929,978-0-7282-6593-6,2025-02-06,2025-02-20,BR014
TXN003820,M59640,978-1-191-71603-1,2024-03-09,2024-03-31,BR011
TXN003821,M36417,978-0-85441-843-5,2024-08-15,2024-08-27,BR003
TXN003822,M34641,978-0-209-31378-1,2024-11-11,2024-11-19,BR014
TXN003823,M74213,978-0-09-367677-1,2025-05-08,2025-05-17,BR005
TXN003824,M10400,978-0-657-64554-0,2024-06-11,,BR003
TXN003825,M17810,978-0-481-95435-1,2025-04-29,2025-05-13,BR009
TXN003826,M24472,978-0-02-693955-3,2024-03-12,2024-03-18,BR003
TXN003827,M65856,978-0-333-13514-3,2025-09-24,2025-10-11,BR008
TXN003828,M18558,978-1-07-026406-6,2024-01-23,2024-01-31,BR006
TXN003829,M68896,978-0-674-15144-4,2025-05-31,2025-06-16,BR014
TXN003830,M61196,978-1-216-48342-9,2024-09-09,2024-10-08,BR008
TXN003831,M27496,,2025-07-17,2025-07-30,BR004
TXN003832,M38688,978-0-02-940695-3,2025-06-08,2025-07-08,BR009
TXN003833,M28965,978-1-202-35893-9,09/09/2024,2024-09-18,BR012
TXN003834,M22954,978-0-582-84889-4,2025-07-28,2025-08-07,BR011
TXN003835,M62915,,2024-12-19,2024-12-23,BR010
TXN003836,M41617,978-1-165-99194-5,2024-05-30,2024-06-24,BR005
TXN003837,M97614,978-1-4645-2390-8,2023-11-05,2023-12-01,BR014
TXN003838,M79457,978-1-242-86785-9,2024-06-11,2024-06-28,  BR011 
TXN003839,M10441,978-0-18-977950-8,2024-01-13,2024-02-05,BR001
TXN003840,M82597,978-1-70936-725-0,2025-08-04,,BR006
TXN003841,M35351,978-0-04-177073-5,2024-04-28,2024-05-23,BR012
TXN003842,M65685,978-0-316-13407-1,2024-12-16,2024-12-23,BR013
TXN003843,M92424,978-0-645-75275-5,2024-05-11,2024-05-30,BR014
TXN003844,M83927,978-0-286-78515-0,2025-02-22,2025-03-01,BR007
TXN003845,M42097,978-1-881557-15-9,2024-07-06,2024-07-22,BR014
TXN003846,M41610,978-1-166-89409-2,2024-04-06,2024-04-24,BR008
TXN003847,M12153,978-1-4605-9551-0,2025-03-05,2025-03-10,BR002
TXN003848,M40317,978-0-339-56322-3,2024-04-21,2024-05-05,BR001
TXN003849,M80120,978-0-8256-9619-0,16/01/2024,2024-02-03,BR002
TXN003850,M67839,978-1-9748-6978-7,2024-05-23,2024-05-30,BR004
TXN003851,M58611,978-1-319-63052-2,2024-10-09,,BR005
TXN003852,M87004,978-1-369-22591-4,2024-08-17,2024-09-15,BR005
TXN003853,M68961,978-0-01-274690-5,2024-01-02,2024-01-10,BR002
TXN003854,M90186,978-0-19-198637-6,2025-10-11,2025-10-31,BR013
TXN003855,M80371,978-1-5360-6223-6,2023-10-22,2023-11-07,BR013
TXN003856,M46317,978-1-67357-756-3,2025-01-09,2025-02-02,BR011
TXN003857,M10833,978-0-9841040-0-0,2024-03-20,2024-03-27,BR008
TXN003858,M63976,978-1-303-24827-6,2024-05-23,,BR002
TXN003859,M86399,978-0-523-56118-9,2024-10-24,2024-11-07,BR010
TXN003860,M55738,978-0-380-69586-7,2025-09-19,2025-10-12,BR013
TXN003861,M31534,,2025-02-08,2025-02-27,BR002
TXN003862,M12799,978-0-11-128177-2,05/17/2025,2025-05-23,BR004
TXN003863,M40699,978-0-666-63694-2,2024-09-28,2024-10-25,BR012
TXN003864,M37403,978-0-265-98450-5,2024-03-02,2024-03-24,BR005
TXN003865,M68912,978-0-294-03753-1,2024-06-22,,BR003
TXN003866,M36760,978-0-324-52756-8,2024-09-08,2024-09-18,BR013
TXN003867,,978-1-03-056878-4,2023-11-28,2023-12-04,BR002
TXN003868,M72092,978-0-652-49489-1,2023-12-05,2023-12-23,BR003
TXN003869,M32950,978-0-9838820-1-5,2024-06-09,2024-06-12,BR015
TXN003870,M30648,978-1-77649-136-0,2025-03-27,2025-04-10,  BR003 
TXN003871,M40049,978-1-76528-226-9,01/01/2024,2024-01-18,BR003
TXN003872,M82744,978-1-902948-49-2,2025-05-05,2025-06-04,BR009
TXN003873,M87553,978-1-57766-138-2,2024-11-08,2024-11-19,BR015
TXN003874,M69382,978-1-5009-1595-7,2025-03-23,2025-04-11,BR010
TXN003875,M38257,978-0-239-59360-3,2025-08-19,2025-09-15,BR007
TXN003876,M68336,978-0-270-66185-9,2025-02-15,2025-03-17,BR005
TXN003877,M12625,978-0-87807-202-6,2023-11-04,2023-11-22,BR005
TXN003878,M70931,978-0-88112-099-8,2024-08-21,2024-09-16,BR014
TXN003879,M26617,978-1-372-03734-4,2025-05-02,2025-05-20,BR004
TXN003880,M24832,978-1-56707-190-0,2024-06-24,2024-07-13,BR007
TXN003881,M27723,978-1-4396-7705-6,2024-04-21,2024-04-29,BR003
TXN003882,M26571,978-0-931649-09-7,04/09/2025,2025-09-24,BR001
TXN003883,M81259,978-1-68873-058-8,2025-09-20,2025-09-23,BR004
TXN003884,M54448,978-0-02-531292-0,2024-08-17,2024-08-28,BR002
TXN003885,M81946,978-0-547-80095-0,24/10/2024,,BR003
TXN003886,M74291,978-0-14-615970-1,2023-11-12,2023-12-08,BR004
TXN003887,M38902,978-0-07-388546-9,2024-08-31,2024-09-20,BR002
TXN003888,M67979,978-1-74369-390-2,11/22/2024,2024-11-25,BR012
TXN003889,M52184,978-0-319-85967-4,2023-12-02,2023-12-30,BR011
TXN003890,M54260,,22/03/2024,,BR013
TXN003891,M13581,978-0-05-428425-0,2025-01-16,,BR012
TXN003892,M13977,978-0-903594-09-7,2024-05-15,2024-06-10,BR003
TXN003893,M93498,978-0-259-79990-0,2025-03-29,2025-04-14,BR002
TXN003894,M22879,978-0-388-76766-5,2023-11-09,2023-11-21,BR015
TXN003895,M17503,978-0-89513-403-5,2024-11-29,2024-11-30,BR012
TXN003896,M29631,978-0-87443-081-3,2024-10-21,2024-10-25,BR006
TXN003897,M76062,978-0-293-97026-6,15/04/2025,2025-04-21,BR013
TXN003898,M21146,978-0-07-154818-2,2024-06-08,2024-06-27,BR003
TXN003899,M80780,978-0-11-786057-5,2025-06-11,2025-07-06,BR008
TXN003900,M20040,978-1-71928-892-7,2025-04-23,2025-05-10,BR014
TXN003901,M91481,978-0-287-57405-0,2024-10-16,2024-10-18,  BR006 
TXN003902,M76472,978-0-03-606778-9,2024-09-30,,BR001
TXN003903,M16403,,2024-12-21,2025-01-03,BR005
TXN003904,M55265,978-1-972655-71-9,2024-02-29,2024-03-17,BR002
TXN003905,M46055,978-1-967451-45-6,2024-03-29,2024-04-02,BR007
TXN003906,M40907,978-0-574-48825-1,2024-01-23,2024-01-31,BR013
TXN003907,M52158,978-0-18-511156-2,2024-09-26,2024-10-23,BR001
TXN003908,M32313,978-0-85157-646-6,2024-10-09,2024-10-27,BR007
TXN003909,M15161,978-1-06-809838-3,2025-04-03,2025-04-11,BR001
TXN003910,M63763,978-0-465-02758-3,2025-09-09,2025-09-29,BR010
TXN003911,M56540,978-0-456-33389-1,2024-02-01,2024-02-26,BR001
TXN003912,M93393,978-1-245-70515-8,2025-07-06,2025-07-12,BR014
TXN003913,M26484,978-1-82638-803-9,2025-05-23,2025-06-22,BR005
TXN003914,M26044,978-0-7161-8628-1,2025-08-08,2025-08-12,BR005
TXN003915,M82848,978-1-4762-3703-9,2025-02-25,,BR012
TXN003916,M91995,978-1-78726-819-7,2025-10-07,2025-10-25,BR014
TXN003917,M72081,978-0-922941-23-0,2024-01-23,2024-01-30,  BR015 
TXN003918,M59556,978-1-253-94185-2,2024-05-01,2024-05-04,BR004
TXN003919,M62390,978-1-189-25883-3,2023-12-15,2023-12-20,BR003
TXN003920,M62439,978-0-356-30328-4,2024-02-01,2024-02-18,BR005
TXN003921,M84897,978-0-549-04798-8,2025-09-08,2025-09-22,BR011
TXN003922,M49005,978-1-168-96213-3,2024-01-30,2024-02-24,BR004
TXN003923,M27106,978-0-86286-856-7,2024-05-14,2024-05-28,BR012
TXN003924,M38032,978-1-76088-230-3,2024-12-08,2024-12-23,BR013
TXN003925,M15344,978-1-289-46736-4,2024-03-15,2024-04-05,BR005
TXN003926,M61102,978-0-308-46017-1,2024-02-06,2024-02-16,BR013
TXN003927,M15546,978-0-8033-6490-5,2024-10-24,2024-11-15,BR013
TXN003928,M58371,978-1-4911-6343-6,2025-07-02,2025-07-09,BR011
TXN003929,M13049,978-0-10-166366-3,21/02/2024,2024-03-06,BR008
TXN003930,M46672,978-1-55414-085-5,2024-09-09,2024-10-06,BR009
TXN003931,M79514,978-0-295-11084-4,2024-11-02,,BR015
TXN003932,M39604,978-0-660-02604-6,2024-08-15,2024-09-07,BR006
TXN003933,M75663,978-0-7495-3891-0,2025-08-08,2025-08-19,BR014
TXN003934,,978-0-441-06678-0,2024-11-14,2024-12-06,BR014
TXN003935,M54555,,2024-06-03,2024-07-01,BR011
TXN003936,M48191,978-0-216-50242-0,2025-07-30,2025-08-24,BR015
TXN003937,M56538,978-1-4407-1107-7,2025-04-18,2025-04-29,  BR009 
TXN003938,M26014,978-0-230-50667-1,2023-12-21,2024-01-16,BR004
TXN003939,M23392,978-0-331-71479-1,2025-04-21,2025-05-08,BR012
TXN003940,M71138,978-1-129-82492-0,2024-02-05,2024-02-07,BR013
TXN003941,,978-0-520-89521-8,2025-06-22,2025-07-13,  BR004 
TXN003942,M98969,978-0-12-696250-5,2025-06-27,2025-07-18,BR004
TXN003943,M52338,978-1-324-91394-8,2024-04-05,2024-05-03,BR001
TXN003944,M14555,978-0-502-74962-1,2025-05-12,2025-06-01,BR002
TXN003945,M76176,978-0-8440-3765-3,2024-04-18,2024-04-22,BR006
TXN003946,M70517,978-0-85803-308-5,2024-08-09,2024-08-27,BR014
TXN003947,M78743,978-0-486-32908-6,2024-06-03,2024-06-10,BR001
TXN003948,M13482,978-1-04-871590-3,2025-06-16,2025-06-27,BR001
TXN003949,M64397,978-0-377-21090-5,2024-10-01,2024-10-18,BR003
TXN003950,M11719,978-1-79391-171-1,2024-10-02,2024-10-23,BR007
TXN003951,M75188,978-0-03-456884-4,2025-08-13,2025-09-02,BR005
TXN003952,M25689,978-1-7374496-6-9,2024-07-15,2024-07-16,BR015
TXN003953,M91403,978-1-236-60474-3,2023-12-28,2024-01-23,BR007
TXN003954,M55323,978-0-8036-8938-1,01/23/2025,,BR001
TXN003955,M89127,978-0-89404-393-2,2025-05-01,2025-05-22,BR002
TXN003956,M85370,978-1-02-695775-2,2024-01-18,2024-01-26,BR009
TXN003957,M62035,978-1-84803-163-0,2024-08-01,2024-08-20,BR006
TXN003958,M28257,978-1-5248-1353-6,2024-10-04,2024-10-31,BR007
TXN003959,M30667,978-0-9839303-9-6,2025-04-23,2025-04-28,BR010
TXN003960,M19633,978-0-9526088-5-1,2024-02-28,2024-03-13,BR005
TXN003961,M20059,978-0-401-14997-3,2025-06-15,,BR015
TXN003962,M48528,978-1-5473-7704-6,2025-04-22,2025-05-16,BR009
TXN003963,M15616,978-1-78194-565-0,2024-12-07,,BR011
TXN003964,M54235,978-0-9610340-5-4,2024-09-21,2024-10-05,BR015
TXN003965,M16076,978-0-08-041756-1,2025-01-12,2025-01-17,BR002
TXN003966,M65904,978-0-07-218877-6,2025-05-22,2025-05-29,BR001
TXN003967,M17259,978-0-658-72363-6,2024-05-26,2024-06-08,BR004
TXN003968,M89616,978-0-04-857867-9,2025-08-26,2025-09-08,BR014
TXN003969,M30184,978-0-657-28182-3,2025-06-19,2025-07-13,BR002
TXN003970,M37899,978-0-7898-8524-1,2024-12-09,2024-12-18,BR003
TXN003971,M54634,978-1-08-415855-9,2024-03-03,2024-03-21,BR014
TXN003972,M34039,978-0-437-63185-5,2024-07-09,2024-08-06,BR002
TXN003973,M73605,978-1-07-169448-0,2025-03-16,2025-03-21,BR009
TXN003974,,978-1-4000-4075-9,2024-08-08,2024-08-18,BR009
TXN003975,M15287,978-0-10-640797-2,2024-02-07,2024-02-08,BR005
TXN003976,M79181,978-0-288-54273-7,2025-04-08,2025-04-18,BR013
TXN003977,M41119,978-1-992519-73-2,2025-05-29,2025-06-22,BR011
TXN003978,M79285,978-1-4758-7837-0,2025-08-09,2025-08-30,BR001
TXN003979,M59060,978-1-392-59067-6,2024-09-13,,BR002
TXN003980,M97428,978-0-601-74304-9,2023-11-27,2023-12-17,BR012
TXN003981,M16224,978-1-60041-316-2,2025-02-23,2025-02-26,BR010
TXN003982,M47925,978-1-5270-7127-8,12/07/2024,2024-12-30,BR003
TXN003983,M69389,978-0-7635-0642-1,2025-10-13,2025-10-26,BR010
TXN003984,M88361,978-0-9904388-1-6,2024-10-04,2024-10-18,BR010
TXN003985,M91852,978-1-62270-254-1,2024-04-11,2024-05-03,BR007
TXN003986,M48851,978-1-391-58464-5,07/22/2025,2025-08-11,  BR011 
TXN003987,M98592,978-1-60467-820-8,2025-02-23,2025-03-24,BR014
TXN003988,M78447,978-0-615-50261-8,2024-04-04,2024-04-23,BR009
TXN003989,M60344,978-1-312-20667-0,2024-08-27,2024-09-07,BR010
TXN003990,M84100,978-1-05-324216-6,2025-09-27,2025-10-26,BR001
TXN003991,M50579,978-0-532-86178-2,2025-02-11,2025-02-18,BR013
TXN003992,M32953,978-0-380-57321-9,25/03/2024,2024-04-19,BR002
TXN003993,M39232,978-1-4555-2615-4,2024-01-09,2024-01-23,BR003
TXN003994,M62980,978-0-557-05295-0,2023-11-09,2023-12-02,BR001
TXN003995,M13009,978-1-4412-3599-2,2025-06-17,2025-07-08,BR008
TXN003996,M25429,978-0-586-92635-2,2024-08-23,2024-08-24,BR007
TXN003997,M94139,978-1-255-15179-2,2025-07-12,2025-07-30,BR012
TXN003998,M39898,978-1-193-78495-3,2024-03-21,2024-04-12,BR004
TXN003999,M88957,978-1-344-58019-9,2025-10-09,2025-10-26,BR011
TXN004000,M28156,978-0-13-461646-9,2023-12-09,2024-01-05,BR009
TXN004001,M47316,978-1-5322-2470-6,2025-04-08,2025-04-22,BR015
TXN004002,M96977,978-0-14-812971-9,2025-01-05,2025-01-24,BR003
TXN004003,M89954,978-0-89437-481-4,2025-05-27,2025-06-24,BR001
TXN004004,M29299,978-0-7930-0805-6,2024-10-24,2024-11-15,BR013
TXN004005,M29216,978-1-80814-033-4,2024-05-07,,BR005
TXN004006,M82170,978-1-08-105635-3,2025-09-12,2025-10-03,BR007
TXN004007,M19542,978-0-213-11669-9,2024-05-22,,BR004
TXN004008,M73167,978-0-12-467642-8,2024-10-17,2024-11-08,BR002
TXN004009,M29099,978-1-9836-2074-4,2025-01-10,2025-01-29,BR013
TXN004010,M54151,978-1-912609-20-8,2024-04-09,2024-05-06,BR013
TXN004011,M35171,978-1-65657-166-3,2024-06-29,2024-07-07,BR007
TXN004012,M87019,978-0-04-995043-6,2025-08-21,2025-08-30,BR005
TXN004013,M92056,978-1-164-50862-5,2025-07-15,,BR014
TXN004014,M31527,978-0-223-07248-0,2025-08-14,,BR004
TXN004015,M97518,978-1-126-13955-3,2024-10-06,2024-11-05,BR007
TXN004016,M61024,978-1-180-58393-4,29/05/2024,2024-06-23,BR001
TXN004017,,978-0-544-27885-1,29/11/2024,,BR002
TXN004018,M35340,978-0-06-965693-6,2024-02-20,2024-03-18,  BR006 
TXN004019,M13340,,2025-02-10,2025-02-12,BR002
TXN004020,M90224,978-0-7622-3683-1,2023-12-13,2024-01-02,BR002
TXN004021,M19589,978-1-5341-8399-5,11/03/2025,,BR006
TXN004022,M63449,978-1-78022-801-3,2025-07-04,2025-07-11,BR014
TXN004023,M86344,978-0-06-294502-0,2025-04-13,2025-04-18,BR011
TXN004024,M16592,978-1-7353414-3-9,2025-01-10,2025-01-19,BR004
TXN004025,M12204,978-0-231-86679-8,2025-01-21,2025-01-31,BR008
TXN004026,M61214,978-1-74772-011-6,2025-02-08,2025-03-09,BR012
TXN004027,M28314,978-1-08-384378-4,17/02/2024,2024-03-10,BR013
TXN004028,M27043,978-0-87779-533-9,2025-07-08,,BR006
TXN004029,M22067,978-0-253-93922-7,2024-04-23,2024-05-20,BR008
TXN004030,M72146,978-1-77277-457-3,2025-02-18,,BR015
TXN004031,M31098,978-0-18-852114-6,2024-11-01,2024-11-26,BR015
TXN004032,M44543,,2024-08-24,2024-09-11,BR015
TXN004033,M44445,978-0-638-39687-4,2024-11-13,2024-11-28,BR004
TXN004034,M40423,978-0-04-759835-7,2025-02-09,2025-02-20,BR003
TXN004035,M56907,978-1-70693-928-3,2024-06-18,2024-07-18,BR003
TXN004036,M62600,978-0-254-61679-0,2025-09-07,2025-09-22,  BR009 
TXN004037,M11394,978-1-78189-863-5,2025-03-21,2025-04-12,BR015
TXN004038,M23324,978-0-9594592-1-0,2024-01-05,,BR003
TXN004039,M24761,978-1-235-01947-0,2024-03-18,2024-04-04,BR007
TXN004040,M97770,978-1-263-89654-8,2025-04-25,2025-05-14,BR008
TXN004041,M55215,978-1-917822-00-8,2024-11-19,2024-11-22,BR004
TXN004042,M97539,978-0-01-428669-0,11/25/2023,2023-11-27,BR005
TXN004043,M32111,978-1-157-59514-4,2025-07-08,,BR006
TXN004044,M61850,978-1-71080-045-6,2024-10-24,2024-10-28,BR001
TXN004045,M66512,978-0-422-74966-4,2024-06-25,2024-07-02,BR001
TXN004046,M99397,978-1-83051-719-7,2024-09-17,2024-10-05,BR002
TXN004047,M24192,978-0-234-33536-9,2024-09-16,2024-10-12,BR015
TXN004048,M75491,978-1-77342-658-7,2025-06-29,2025-07-02,BR003
TXN004049,M11836,978-0-310-49791-2,2024-04-18,,BR011
TXN004050,M74431,978-1-128-06199-9,2023-11-08,2023-11-14,BR010
TXN004051,M23413,978-1-66974-721-5,2024-09-13,2024-09-27,BR005
TXN004052,M32494,978-1-356-68303-1,02/03/2024,2024-02-19,BR006
TXN004053,M89494,978-1-952558-76-4,2024-10-05,2024-11-01,BR013
TXN004054,M40360,978-0-7810-7283-0,01/02/2025,2025-02-05,BR009
TXN004055,M77541,978-1-64612-614-9,2025-01-01,2025-01-15,BR011
TXN004056,M13821,978-1-319-62756-0,2025-03-07,2025-03-31,BR010
TXN004057,M13003,978-0-909519-56-8,07/24/2025,2025-08-17,BR012
TXN004058,M93447,978-0-00-636210-4,2024-07-02,2024-07-06,BR011
TXN004059,M69450,978-1-4078-7048-9,2024-01-01,2024-01-17,BR001
TXN004060,M40926,978-1-373-96527-1,17/08/2025,2025-08-22,BR009
TXN004061,M12026,978-1-9867-7705-6,2024-07-03,2024-07-08,BR001
TXN004062,M21056,978-1-129-96991-1,2024-06-08,2024-06-29,BR003
TXN004063,M55783,978-1-00-293313-8,09/29/2025,,BR003
TXN004064,M61558,978-0-7460-2136-1,19/04/2025,2025-05-14,BR011
TXN004065,M53915,978-0-577-12918-2,2024-04-25,2024-05-17,BR008
TXN004066,M44722,978-0-9561765-5-4,11/24/2024,2024-12-11,BR003
TXN004067,M95367,978-0-355-28587-1,2025-02-13,,BR003
TXN004068,M84792,978-0-02-282933-9,2024-06-30,2024-07-15,BR010
TXN004069,M87879,978-1-897153-59-8,2025-01-30,2025-02-24,BR009
TXN004070,M99373,978-1-268-47464-2,2025-02-19,2025-03-09,BR007
TXN004071,M47854,978-0-7283-1018-6,2025-09-06,,BR014
TXN004072,M30753,978-0-87564-505-6,2024-11-13,,BR015
TXN004073,M53369,978-1-80108-867-1,2024-12-21,2024-12-29,BR010
TXN004074,M96810,978-1-76193-788-0,2025-09-10,2025-09-30,BR007
TXN004075,M42869,978-0-646-53334-6,2025-06-02,2025-06-12,BR005
TXN004076,M89376,978-1-963379-22-8,2025-05-15,2025-06-02,BR012
TXN004077,M92511,978-0-8191-5023-3,2024-10-02,2024-10-17,  BR002 
TXN004078,M92059,978-1-345-05219-0,2024-05-12,2024-06-06,BR008
TXN004079,M14692,978-0-472-60979-6,2024-08-21,,BR008
TXN004080,M33467,978-1-59773-660-2,2024-12-05,2024-12-18,BR009
TXN004081,M72600,978-0-9817473-6-1,2024-08-27,2024-09-02,BR013
TXN004082,M13436,978-1-885874-89-4,2025-02-24,2025-03-21,BR008
TXN004083,M20222,978-1-71319-844-4,2024-04-23,2024-05-15,BR002
TXN004084,M70477,978-0-639-52574-7,2024-09-27,2024-10-15,BR009
TXN004085,M29649,978-1-372-12384-9,2024-10-24,2024-11-10,  BR010 
TXN004086,M75172,978-1-61918-987-4,2024-06-12,2024-06-17,BR003
TXN004087,M51958,978-0-229-00059-3,2023-10-22,2023-11-15,BR004
TXN004088,M15004,978-1-173-65854-0,2023-11-06,2023-11-23,BR009
TXN004089,M10085,978-0-442-46271-0,2025-09-29,2025-10-25,BR003
TXN004090,M41127,978-0-306-53353-2,2025-07-15,2025-07-16,BR012
TXN004091,M96975,978-1-59809-628-6,2024-02-26,2024-03-10,BR006
TXN004092,M59930,978-1-08-787578-1,2025-02-01,2025-02-20,BR006
TXN004093,M15022,,2024-11-20,2024-12-19,BR002
TXN004094,M81010,978-0-7630-9773-8,2024-12-11,2024-12-23,BR012
TXN004095,M45169,978-1-66097-978-3,2025-05-28,2025-06-12,BR015
TXN004096,M87803,978-0-04-450729-1,2024-08-01,2024-08-28,  BR003 
TXN004097,M90135,978-0-07-932265-4,2024-01-29,2024-02-03,BR011
TXN004098,M99591,978-1-4630-5941-5,2025-04-05,2025-05-01,BR010
TXN004099,M61299,978-1-117-75398-0,2025-06-19,2025-06-26,BR004
TXN004100,,978-0-458-19870-2,2025-10-01,2025-10-05,BR015
